algorithm,layer,operation,direction,state,tradeSize,tickCrossings,coldGas,warmGas,rawGas,nullTwinGas,adjustedGas,gasRefunded,compilerConfig,sourceCommit,note
token-only-control,C,transferPair,sell-base,balanced,0.01%,0,0,35384,35384,0,35384,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague,gas-harness(harness-authored; see README),"NO curve: one TestToken transfer out, one external call, one transfer back. THIS is the layer C baseline, so its own nullTwinGas is 0. Reported alongside every raw number, never only in subtracted form"
token-only-control,C,transferPair,sell-base,balanced,0.1%,0,0,35384,35384,0,35384,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague,gas-harness(harness-authored; see README),"NO curve: one TestToken transfer out, one external call, one transfer back. THIS is the layer C baseline, so its own nullTwinGas is 0. Reported alongside every raw number, never only in subtracted form"
token-only-control,C,transferPair,sell-base,balanced,1%,0,0,35384,35384,0,35384,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague,gas-harness(harness-authored; see README),"NO curve: one TestToken transfer out, one external call, one transfer back. THIS is the layer C baseline, so its own nullTwinGas is 0. Reported alongside every raw number, never only in subtracted form"
token-only-control,C,transferPair,sell-base,balanced,5%,0,0,35384,35384,0,35384,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague,gas-harness(harness-authored; see README),"NO curve: one TestToken transfer out, one external call, one transfer back. THIS is the layer C baseline, so its own nullTwinGas is 0. Reported alongside every raw number, never only in subtracted form"
token-only-control,C,transferPair,sell-base,balanced,10%,0,0,35384,35384,0,35384,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague,gas-harness(harness-authored; see README),"NO curve: one TestToken transfer out, one external call, one transfer back. THIS is the layer C baseline, so its own nullTwinGas is 0. Reported alongside every raw number, never only in subtracted form"
univ3-production-3000,C-fee-sensitivity,swapEndToEnd,sell-base,balanced,1%,0,0,210136,210136,35384,174752,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"SEPARATE sensitivity row: REAL UniswapV3Pool at the canonical 0.30% tier. Do NOT mix with the zero-fee main table"
dodo-production-lpFee-3bps,C-fee-sensitivity,swapEndToEnd,sell-base,balanced,1%,0,0,98178,98178,35384,62794,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"SEPARATE sensitivity row: lpFeeRate 3e14 (0.03%) on the harness-authored DODO pool. Do NOT mix with the zero-fee main table"
univ3-production-3000,C-fee-sensitivity,swapEndToEnd,buy-base,balanced,1%,0,0,179914,179914,35384,144530,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"SEPARATE sensitivity row: REAL UniswapV3Pool at the canonical 0.30% tier. Do NOT mix with the zero-fee main table"
dodo-production-lpFee-3bps,C-fee-sensitivity,swapEndToEnd,buy-base,balanced,1%,0,0,96835,96835,35384,61451,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"SEPARATE sensitivity row: lpFeeRate 3e14 (0.03%) on the harness-authored DODO pool. Do NOT mix with the zero-fee main table"
univ2-canonical-30bps,C,swapEndToEnd,sell-base,balanced,0.01%,0,0,58612,58612,35384,23228,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,sell-base,balanced,0.01%,0,0,58186,58186,35384,22802,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,sell-base,balanced,0.01%,0,0,65986,65986,35384,30602,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,sell-base,balanced,0.01%,0,0,98254,98254,35384,62870,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,sell-base,balanced,0.01%,0,0,103700,103700,35384,68316,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,sell-base,balanced,0.1%,0,0,58612,58612,35384,23228,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,sell-base,balanced,0.1%,0,0,58186,58186,35384,22802,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,sell-base,balanced,0.1%,0,0,65986,65986,35384,30602,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,sell-base,balanced,0.1%,0,0,98178,98178,35384,62794,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,sell-base,balanced,0.1%,0,0,103700,103700,35384,68316,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,sell-base,balanced,1%,0,0,58612,58612,35384,23228,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,sell-base,balanced,1%,0,0,58186,58186,35384,22802,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,sell-base,balanced,1%,3,0,125979,125979,35384,90595,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,sell-base,balanced,1%,0,0,98178,98178,35384,62794,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,sell-base,balanced,1%,0,0,103700,103700,35384,68316,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,sell-base,balanced,5%,0,0,58612,58612,35384,23228,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,sell-base,balanced,5%,0,0,58186,58186,35384,22802,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,sell-base,balanced,5%,11,0,267530,267530,35384,232146,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,sell-base,balanced,5%,0,0,98254,98254,35384,62870,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,sell-base,balanced,5%,0,0,103700,103700,35384,68316,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,sell-base,balanced,10%,0,0,58612,58612,35384,23228,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,sell-base,balanced,10%,0,0,58186,58186,35384,22802,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,sell-base,balanced,10%,11,0,266588,266588,35384,231204,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,sell-base,balanced,10%,0,0,98178,98178,35384,62794,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,sell-base,balanced,10%,0,0,103700,103700,35384,68316,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,buy-base,balanced,0.01%,0,0,58623,58623,35384,23239,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,buy-base,balanced,0.01%,0,0,58197,58197,35384,22813,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,buy-base,balanced,0.01%,0,0,66148,66148,35384,30764,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,buy-base,balanced,0.01%,0,0,96510,96510,35384,61126,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,buy-base,balanced,0.01%,0,0,103682,103682,35384,68298,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,buy-base,balanced,0.1%,0,0,58623,58623,35384,23239,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,buy-base,balanced,0.1%,0,0,58197,58197,35384,22813,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,buy-base,balanced,0.1%,0,0,66166,66166,35384,30782,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,buy-base,balanced,0.1%,0,0,96835,96835,35384,61451,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,buy-base,balanced,0.1%,0,0,103682,103682,35384,68298,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,buy-base,balanced,1%,0,0,58623,58623,35384,23239,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,buy-base,balanced,1%,0,0,58197,58197,35384,22813,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,buy-base,balanced,1%,3,0,115595,115595,35384,80211,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,buy-base,balanced,1%,0,0,96835,96835,35384,61451,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,buy-base,balanced,1%,0,0,103682,103682,35384,68298,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,buy-base,balanced,5%,0,0,58623,58623,35384,23239,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,buy-base,balanced,5%,0,0,58197,58197,35384,22813,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,buy-base,balanced,5%,12,0,275136,275136,35384,239752,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,buy-base,balanced,5%,0,0,96586,96586,35384,61202,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,buy-base,balanced,5%,0,0,103682,103682,35384,68298,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ2-canonical-30bps,C,swapEndToEnd,buy-base,balanced,10%,0,0,58623,58623,35384,23239,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc(v1.0.1),"PRODUCTION REALITY: unmodified upstream pair at the pinned commit, 30 bps. nullTwinGas here is the TOKEN-ONLY CONTROL (no curve), not a same-pragma empty-body twin"
univ2-modified-zero-fee,C,swapEndToEnd,buy-base,balanced,10%,0,0,58197,58197,35384,22813,0,solc=0.5.16;opt=on;runs=999999;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v2-core@4dd59067c76dea4a0e8e4bfdda41877a6b16dedc+patches/uniswap-v2-pair-zero-fee.patch,"BENCHMARK-ONLY zero-fee pair, deployed DIRECTLY (pairFor's init-code hash never used). NEVER mix with the canonical row. nullTwinGas here is the TOKEN-ONLY CONTROL"
univ3-zero-fee,C,swapEndToEnd,buy-base,balanced,10%,12,0,275108,275108,35384,239724,0,solc=0.7.6;opt=on;runs=800;viaIR=off;evmTarget=istanbul;bytecodeHash=none,Uniswap/v3-core@e3589b192d0be27e100cd0daaf6c97204fdb1899(v1.0.0),"REAL unmodified UniswapV3Pool; fee 0 enabled with factory.enableFeeAmount(0,60), which needs NO upstream change. nullTwinGas here is the TOKEN-ONLY CONTROL"
dodo,C,swapEndToEnd,buy-base,balanced,10%,0,0,96586,96586,35384,61202,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,DODOEX/contractV2@8da3ee1ec50966fca9a2c80d424040c45c0f785e via mantle-propamm-contracts@07f6797,"HARNESS-AUTHORED minimal pool around the pinned PMMPricing library. NOT a deployed DODO contract and NOT the Mantle pool. nullTwinGas here is the TOKEN-ONLY CONTROL. See README"
flashbots,C,swapEndToEnd,buy-base,balanced,10%,0,0,103682,103682,35384,68298,0,solc=0.8.28;opt=on;runs=200;viaIR=off;evmTarget=prague;bytecodeHash=none,flashbots/priority-update-registry@da53117870c7bec96d71caebe1b3f94370aba3d6,"REAL unmodified ExamplePropAmm + PrioUpdateRegistry, including Ownable/ReentrancyGuard/SafeERC20 and the registry read. nullTwinGas here is the TOKEN-ONLY CONTROL"
